Entity	Annotation
http://ja.dbpedia.org/resource/バラク・オバマ	Obama
http://jv.dbpedia.org/resource/Barack_Obama	Obama
http://ka.dbpedia.org/resource/ბარაკ_ობამა	Obama
http://kk.dbpedia.org/resource/Барак_Обама	Obama
http://kn.dbpedia.org/resource/ಬರಾಕ್_ಒಬಾಮ	Obama
http://ko.dbpedia.org/resource/버락_오바마	Obama
http://ku.dbpedia.org/resource/Barack_Obama	Obama
http://ky.dbpedia.org/resource/Барак_Хусеин_Обама	Obama
http://la.dbpedia.org/resource/Baracus_Obama	Obama
http://lb.dbpedia.org/resource/Barack_Obama	Obama
http://lmo.dbpedia.org/resource/Barack_Obama	Obama
http://lt.dbpedia.org/resource/Barack_Obama	Obama
http://lv.dbpedia.org/resource/Baraks_Obama	Obama
http://map-bms.dbpedia.org/resource/Barack_Obama	Obama
http://mg.dbpedia.org/resource/Barack_Obama	Obama
http://mk.dbpedia.org/resource/Барак_Обама	Obama
http://ml.dbpedia.org/resource/ബറാക്ക്_ഒബാമ	Obama
http://mr.dbpedia.org/resource/बराक_ओबामा	Obama
http://ms.dbpedia.org/resource/Barack_Obama	Obama
http://my.dbpedia.org/resource/ဘာရက်_အိုဘားမား	Obama
http://my.dbpedia.org/resource/ဘာရတ်အိုဘားမား	Obama
http://mzn.dbpedia.org/resource/باراک_اوباما	Obama
http://nap.dbpedia.org/resource/Barack_Obama	Obama
http://nds.dbpedia.org/resource/Barack_Obama	Obama
http://ne.dbpedia.org/resource/बाराक_ओबामा	Obama
http://nl.dbpedia.org/resource/Barack_Obama	Obama
http://nn.dbpedia.org/resource/Barack_Obama	Obama
http://no.dbpedia.org/resource/Barack_Obama	Obama
http://oc.dbpedia.org/resource/Barack_Obama	Obama
http://pl.dbpedia.org/resource/Barack_Obama	Obama
http://pms.dbpedia.org/resource/Barack_Obama	Obama
http://pnb.dbpedia.org/resource/بارک_اوبامہ	Obama
http://pt.dbpedia.org/resource/Barack_Obama	Obama
http://qu.dbpedia.org/resource/Barack_Obama	Obama
http://ro.dbpedia.org/resource/Barack_Obama	Obama
http://ru.dbpedia.org/resource/Обама,_Барак	Obama
http://scn.dbpedia.org/resource/Barack_Obama	Obama
http://sco.dbpedia.org/resource/Barack_Obama	Obama
http://sh.dbpedia.org/resource/Barack_Obama	Obama
http://simple.dbpedia.org/resource/Barack_Obama	Obama
http://sk.dbpedia.org/resource/Barack_Obama	Obama
http://sl.dbpedia.org/resource/Barack_Obama	Obama
http://sq.dbpedia.org/resource/Barack_Obama	Obama
http://sr.dbpedia.org/resource/Барак_Обама	Obama
http://su.dbpedia.org/resource/Barack_Obama	Obama
http://sv.dbpedia.org/resource/Barack_Obama	Obama
http://sw.dbpedia.org/resource/Barack_Obama	Obama
http://ta.dbpedia.org/resource/பராக்_ஒபாமா	Obama
http://te.dbpedia.org/resource/బరాక్_ఒబామా	Obama
http://tg.dbpedia.org/resource/Барак_Обама	Obama
http://tg.dbpedia.org/resource/Барак_Ҳусейн_Обама	Obama
http://th.dbpedia.org/resource/บารัก_โอบามา	Obama
http://th.dbpedia.org/resource/บารัค_โอบามา	Obama
http://tl.dbpedia.org/resource/Barack_Obama	Obama
http://tr.dbpedia.org/resource/Barack_Obama	Obama
http://tt.dbpedia.org/resource/Baraq_Husseyın_Obama_II	Obama
http://tt.dbpedia.org/resource/Барак_Обама	Obama
http://uk.dbpedia.org/resource/Барак_Обама	Obama
http://ur.dbpedia.org/resource/بارک_اوبامہ	Obama
http://uz.dbpedia.org/resource/Barack_Obama	Obama
http://vec.dbpedia.org/resource/Barack_Obama	Obama
http://vi.dbpedia.org/resource/Barack_Obama	Obama
http://wa.dbpedia.org/resource/Barack_Obama	Obama
http://war.dbpedia.org/resource/Barack_Obama	Obama
http://www.wikidata.org/entity/Q76	Obama
http://yi.dbpedia.org/resource/באראק_אבאמא	Obama
http://yo.dbpedia.org/resource/Barack_Obama	Obama
http://zh-min-nan.dbpedia.org/resource/Barack_Obama	Obama
http://zh-yue.dbpedia.org/resource/奧巴馬	Obama
http://zh.dbpedia.org/resource/贝拉克·奥巴马	Obama
http://am.dbpedia.org/resource/%E1%89%A3%E1%88%AB%E1%8A%AD_%E1%8A%A6%E1%89%A3%E1%88%9B	Obama
http://ar.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%D9%83_%D8%A3%D9%88%D8%A8%D8%A7%D9%85%D8%A7	Uncertain
http://commons.dbpedia.org/resource/Barack_Obama	Uncertain
http://rdf.freebase.com/ns/m.02mjmr	Uncertain
http://arz.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%D9%83_%D8%A7%D9%88%D8%A8%D8%A7%D9%85%D8%A7	Uncertain
http://ba.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://be-x-old.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%90%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://be.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%90%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://bg.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://bn.dbpedia.org/resource/%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A6%BE%E0%A6%95_%E0%A6%93%E0%A6%AC%E0%A6%BE%E0%A6%AE%E0%A6%BE	Uncertain
http://ckb.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%DA%A9_%D8%A6%DB%86%D8%A8%D8%A7%D9%85%D8%A7	Uncertain
http://cs.dbpedia.org/resource/Vl%C3%A1da_Baracka_Obamy	Presidency
http://cs.dbpedia.org/resource/Vláda_Baracka_Obamy	Presidency
http://da.dbpedia.org/resource/Regeringen_Barack_Obama	Presidency
http://dbpedia.org/resource/Presidency_of_Barack_Obama	Presidency
http://de.dbpedia.org/resource/Kabinett_Obama	Uncertain
http://es.dbpedia.org/resource/Anexo:Administración_Obama	Presidency
http://fr.dbpedia.org/resource/Présidence_de_Barack_Obama	Presidency
http://it.dbpedia.org/resource/Presidenza_di_Barack_Obama	Presidency
http://ka.dbpedia.org/resource/ობამას_კაბინეტი	Presidency
http://ko.dbpedia.org/resource/버락_오바마_행정부	Presidency
http://nl.dbpedia.org/resource/Kabinet-Obama	Presidency
http://no.dbpedia.org/resource/Barack_Obamas_regjering	Presidency
http://pl.dbpedia.org/resource/Prezydentura_Baracka_Obamy	Presidency
http://pt.dbpedia.org/resource/Presidência_de_Barack_Obama	Presidency
http://rdf.freebase.com/ns/m.05b6w1g	Presidency
http://ru.dbpedia.org/resource/Президентство_Барака_Обамы	Presidency
http://sv.dbpedia.org/resource/Obamas_kabinett	Presidency
http://sw.dbpedia.org/resource/Urais_wa_Barack_Obama	Presidency
http://th.dbpedia.org/resource/การดำรงตำแหน่งประธานาธิบดีของบารัก_โอบามา	Presidency
http://www.wikidata.org/entity/Q1379733	Presidency
http://cv.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://d-nb.info/gnd/132522136	Obama
http://data.bibsys.no/data/notrbib/authorityentry/x08001369	Obama
http://viaf.org/viaf/52010985	Obama
http://dbpedia.org/resource/Presidential_transition_of_Barack_Obama	P_transition
http://es.dbpedia.org/resource/Transición_presidencial_de_Barack_Obama	P_transition
http://fr.dbpedia.org/resource/Administration_Obama	Presidency
http://data.nytimes.com/47452218948077706853	Obama
http://data.nytimes.com/obama_barack_per	Uncertain
http://rdf.freebase.com/ns/en.barack_obama	Uncertain
http://dbpedia.org/resource/%27Barry%27_Obama	Uncertain
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000029c277	Obama
http://dbpedia.org/resource/'Barry'_Obama	Uncertain
http://dbpedia.org/resource/08ama	Uncertain
http://dbpedia.org/resource/44th_President_of_the_United_States	Obama
http://dbpedia.org/resource/44th_president_of_the_united_states_of_america	Obama
http://dbpedia.org/resource/Administration_of_Barack_Obama	Presidency
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000aa36c2e	Uncertain
http://dbpedia.org/resource/African_American_President	Black_president
http://dbpedia.org/resource/America_under_Obama	Presidency
http://dbpedia.org/resource/B-Rock_%22The_Islamic_Shock%22_Hussein_Superallah_Obama	Obama
http://dbpedia.org/resource/B._Hussein_Obama	Obama
http://dbpedia.org/resource/B._Obama	Obama
http://dbpedia.org/resource/B._hussein_obama	Obama
http://dbpedia.org/resource/BARACK_OBAMA	Obama
http://dbpedia.org/resource/BHOII	Obama
http://dbpedia.org/resource/BHO_administration	Presidency
http://dbpedia.org/resource/BObama	Obama
http://dbpedia.org/resource/B_hussein_obama	Obama
http://dbpedia.org/resource/Bacak_Obama	Obama
http://dbpedia.org/resource/Barac_Obama	Obama
http://dbpedia.org/resource/Barac_obama	Obama
http://dbpedia.org/resource/Barach_Obama	Obama
http://dbpedia.org/resource/Barack	Obama
http://dbpedia.org/resource/Barack_H._Obama%2C_Jr.	Obama
http://dbpedia.org/resource/Barack_H._Obama%2C_Jr	Obama
http://dbpedia.org/resource/Barack_H._Obama%2C_Junior	Obama
http://dbpedia.org/resource/Barack_H._Obama,_Jr.	Obama
http://dbpedia.org/resource/Barack_H._Obama,_Jr	Obama
http://dbpedia.org/resource/Barack_H._Obama,_Junior	Obama
http://dbpedia.org/resource/Barack_H._Obama	Obama
http://dbpedia.org/resource/Barack_H._Obama_II	Obama
http://dbpedia.org/resource/Barack_H._Obama_Jr.	Obama
http://dbpedia.org/resource/Barack_H._Obama_Jr	Obama
http://dbpedia.org/resource/Barack_H._Obama_Junior	Obama
http://dbpedia.org/resource/Barack_H_Obama%2C_Jr.	Obama
http://dbpedia.org/resource/Barack_H_Obama%2C_Jr	Obama
http://dbpedia.org/resource/Barack_H_Obama%2C_Junior	Obama
http://dbpedia.org/resource/Barack_H_Obama,_Jr.	Obama
http://dbpedia.org/resource/Barack_H_Obama,_Jr	Obama
http://dbpedia.org/resource/Barack_H_Obama,_Junior	Obama
http://dbpedia.org/resource/Barack_H_Obama	Obama
http://dbpedia.org/resource/Barack_H_Obama_Jr.	Obama
http://dbpedia.org/resource/Barack_H_Obama_Jr	Obama
http://dbpedia.org/resource/Barack_H_Obama_Junior	Obama
http://dbpedia.org/resource/Barack_Hussein	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama%2C_Jr.	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama%2C_Jr	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama%2C_Junior	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama,_Jr.	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama,_Jr	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama,_Junior	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama_II	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama_Jr.	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama_Jr	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama_Junior	Obama
http://dbpedia.org/resource/Barack_Hussein_Obama_administration	Presidency
http://dbpedia.org/resource/Barack_II	Obama
http://dbpedia.org/resource/Barack_Millhouse_Obama	Uncertain
http://dbpedia.org/resource/Barack_O%27Bama	Obama
http://dbpedia.org/resource/Barack_O'Bama	Obama
http://dbpedia.org/resource/Barack_OBama	Obama
http://dbpedia.org/resource/Barack_Obama%27s	Obama
http://dbpedia.org/resource/Barack_Obama%27s_Presidency	Presidency
http://dbpedia.org/resource/Barack_Obama%2C_Jr.	Obama
http://dbpedia.org/resource/Barack_Obama%2C_Jr	Obama
http://dbpedia.org/resource/Barack_Obama%2C_Junior	Obama
http://dbpedia.org/resource/Barack_Obama's_Presidency	Presidency
http://dbpedia.org/resource/Barack_Obama,_Jr.	Obama
http://dbpedia.org/resource/Barack_Obama,_Jr	Obama
http://dbpedia.org/resource/Barack_Obama,_Junior	Obama
http://dbpedia.org/resource/Barack_Obama.	Obama
http://mn.dbpedia.org/resource/Барак_Обама	Uncertain
http://mpii.de/yago/resource/Barack_Obama	Uncertain
http://musicbrainz.org/artist/0de4d19f-05c8-4562-a3c0-7abdc144f1d5#_	Obama
http://new.dbpedia.org/resource/बाराक_ओबामा	Uncertain
http://pa.dbpedia.org/resource/ਬਰਾਕ_ਓਬਾਮਾ	Uncertain
http://rdf.freebase.com/ns/m/02mjmr	Uncertain
http://sa.dbpedia.org/resource/बराक_ओबामा	Uncertain
http://sah.dbpedia.org/resource/Барак_Обама	Uncertain
http://si.dbpedia.org/resource/බරාක්_ඔබාමා	Uncertain
http://sw.cyc.com/concept/Mx4rfKuwbHUgEd2AAAACs6hbjw	Uncertain
http://uz.dbpedia.org/resource/Barak_Obama	Obama
http://wikidata.dbpedia.org/resource/Q76	Obama
http://wikidata.org/entity/Q76	Obama
http://www.ontosearch.com/2008/01/identification/EID-3b6e3fb1eb4bef8e669277e73d2e7d56	Obama
http://www.rdfabout.com/rdf/usgov/congress/people/O000167	Obama
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Barack_Obama	Photo
http://yago-knowledge.org/resource/Barack_Obama	Uncertain
http://dbpedia.org/resource/Barack_Obama_Administration	Presidency
http://dbpedia.org/resource/Barack_Obama_Biography	Biography
http://dbpedia.org/resource/Barack_Obama_Cabinet	Presidency
http://dbpedia.org/resource/Barack_Obama_II	Obama
http://dbpedia.org/resource/Barack_Obama_Jr.	Obama
http://dbpedia.org/resource/Barack_Obama_Jr	Obama
http://dbpedia.org/resource/Barack_Obama_Junior	Obama
http://dbpedia.org/resource/Barack_Obama_Presidential_Library	P_center
http://dbpedia.org/resource/Barack_Obama_administration	Presidency
http://dbpedia.org/resource/Barack_Obama_cabinet	Presidency
http://dbpedia.org/resource/Barack_Obama_presidency	Presidency
http://dbpedia.org/resource/Barack_Obama_presidential_transition	P_transition
http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000009d4e39d	Uncertain
http://dbpedia.org/resource/Barack_Obama_transition	P_transition
http://dbpedia.org/resource/Barack_Obamaca	Uncertain
http://dbpedia.org/resource/Barack_Obamba	Obama
http://dbpedia.org/resource/Barack_Obbama	Obama
http://dbpedia.org/resource/Barack_Osama	Uncertain
http://dbpedia.org/resource/Barack_Sotero	Uncertain
http://dbpedia.org/resource/Barack_obabma	Uncertain
http://dbpedia.org/resource/Barack_obama	Obama
http://dbpedia.org/resource/Barack_obma	Obama
http://dbpedia.org/resource/Barack_osama	Uncertain
http://dbpedia.org/resource/Barackobama	Obama
http://dbpedia.org/resource/Barak_O%27Bama	Obama
http://dbpedia.org/resource/Barak_Obama	Obama
http://dbpedia.org/resource/Barak_Obamba	Obama
http://dbpedia.org/resource/Barak_h._obama	Obama
http://dbpedia.org/resource/Barak_h_obama	Obama
http://dbpedia.org/resource/Barak_hussein_obama	Obama
http://dbpedia.org/resource/Barak_obama	Obama
http://dbpedia.org/resource/Barakc_Obama	Obama
http://dbpedia.org/resource/Barky_Bama	Uncertain
http://dbpedia.org/resource/Barock_obama	Obama
http://dbpedia.org/resource/Barok_Oboma	Obama
http://dbpedia.org/resource/Barrack_Hussain_Obama	Obama
http://dbpedia.org/resource/Barrack_Hussein_Obama	Obama
http://dbpedia.org/resource/Barrack_Obama%27s_religion	Uncertain
http://dbpedia.org/resource/Barrack_Obama's_religion	Uncertain
http://dbpedia.org/resource/Barrack_Obama	Obama
http://dbpedia.org/resource/Barrack_obama	Obama
http://dbpedia.org/resource/Barrak_Obama	Obama
http://dbpedia.org/resource/Barry_O%27Bama	Obama
http://dbpedia.org/resource/Barry_O'Bama	Obama
http://dbpedia.org/resource/Barry_Obama	Obama
http://dbpedia.org/resource/Baruch_Obama	Obama
http://dbpedia.org/resource/Berack_Obama	Obama
http://dbpedia.org/resource/Berak_Obama	Obama
http://dbpedia.org/resource/Berrack_Obama	Obama
http://dbpedia.org/resource/Berrak_Obama	Obama
http://dbpedia.org/resource/Borack_Obama	Obama
http://dbpedia.org/resource/Borrack_Obama	Obama
http://dbpedia.org/resource/Brack_obama	Obama
http://dbpedia.org/resource/Brock_Obama	Obama
http://dbpedia.org/resource/Burack_obama	Obama
http://dbpedia.org/resource/Change.gov	P_transition
http://yago-knowledge.org/resource/Change.gov	Uncertain
http://dbpedia.org/resource/Half-breed_nigger	Uncertain
http://dbpedia.org/resource/Henry_Healy	Uncertain
http://dbpedia.org/resource/Hussein_Obama	Obama
http://dbpedia.org/resource/Mrs._Barrack_Obama_Sr.	Uncertain
http://dbpedia.org/resource/My.BarackObama.com	Uncertain
http://dbpedia.org/resource/O%27Bama	Obama
http://dbpedia.org/resource/O%27Bomba	Uncertain
http://dbpedia.org/resource/O'Bama	Obama
http://dbpedia.org/resource/O'Bomba	Uncertain
http://dbpedia.org/resource/OBAMA%21	Obama
http://dbpedia.org/resource/OBAMA	Obama
http://dbpedia.org/resource/Ob%C4%81ma	Uncertain
http://dbpedia.org/resource/Ob?ma	Uncertain
http://dbpedia.org/resource/Ob_ama	Uncertain
http://dbpedia.org/resource/Obahma	Obama
http://dbpedia.org/resource/Obama!	Obama
http://dbpedia.org/resource/Obama%21	Uncertain
http://dbpedia.org/resource/Obama%27s_cabinet	Presidency
http://dbpedia.org/resource/Obama%2C_Barack	Obama
http://dbpedia.org/resource/Obama's_cabinet	Presidency
http://dbpedia.org/resource/Obama,_Barack	Obama
http://dbpedia.org/resource/Obama-Biden_Transition_Project	P_transition
http://dbpedia.org/resource/Obama-Biden_transition_project	P_transition
http://dbpedia.org/resource/Obama	Obama
http://dbpedia.org/resource/Obama_44	Obama
http://dbpedia.org/resource/Obama_Admininstration	Presidency
http://dbpedia.org/resource/Obama_Administration	Presidency
http://dbpedia.org/resource/Obama_Barack	Obama
http://dbpedia.org/resource/Obama_Biden_Transition_Project	P_transition
http://dbpedia.org/resource/Obama_Biden_transition_project	P_transition
http://dbpedia.org/resource/Obama_Cabinet	Presidency
http://dbpedia.org/resource/Obama_II	Obama
http://dbpedia.org/resource/Obama_Transition_Office	P_transition
http://dbpedia.org/resource/Obama_White_House	Presidency
http://dbpedia.org/resource/Obama_administration	Presidency
http://dbpedia.org/resource/Obama_obama	Uncertain
http://dbpedia.org/resource/Obama_presidency	Presidency
http://dbpedia.org/resource/Obama_presidential_transition	P_transition
http://dbpedia.org/resource/Obama_regime	Presidency
http://dbpedia.org/resource/Obama_transition	P_transition
http://dbpedia.org/resource/Obama_transition_team	P_transition
http://dbpedia.org/resource/Obamaism	Uncertain
http://dbpedia.org/resource/Obamessiah	Uncertain
http://dbpedia.org/resource/Obamism	Uncertain
http://dbpedia.org/resource/Obomba	Uncertain
http://dbpedia.org/resource/Pres._Obama	Obama
http://dbpedia.org/resource/Presidant_barack_obama	Obama
http://mpii.de/yago/resource/Presidency_of_Barack_Obama	Uncertain
http://wikidata.dbpedia.org/resource/Q1379733	Presidency
http://wikidata.org/entity/Q1379733	Presidency
http://www.ontosearch.com/2008/01/identification/EID-047cd2affa4245746c4ce17c926995e6	Presidency
http://yago-knowledge.org/resource/Presidency_of_Barack_Obama	Uncertain
http://dbpedia.org/resource/Presidency_of_Barrack_Obama	Presidency
http://dbpedia.org/resource/Presidency_of_obama	Presidency
http://dbpedia.org/resource/President-elect_Barack_Obama	P_transition
http://dbpedia.org/resource/President-elect_government	Uncertain
http://dbpedia.org/resource/President_Barack	Obama
http://dbpedia.org/resource/President_Barack_H._Obama	Obama
http://dbpedia.org/resource/President_Barack_Hussain_Obama	Obama
http://dbpedia.org/resource/President_Barack_Hussein_Obama	Obama
http://dbpedia.org/resource/President_Barack_Hussein_Obama_II	Obama
http://dbpedia.org/resource/President_Barack_Obama	Obama
http://dbpedia.org/resource/President_Elect_Barack_Obama	P_transition
http://dbpedia.org/resource/President_Government	Uncertain
http://dbpedia.org/resource/President_Obama	Obama
http://dbpedia.org/resource/President_barack_obama	Obama
http://wikidata.dbpedia.org/resource/Q16933572	P_transition
http://wikidata.org/entity/Q16933572	P_transition
http://yago-knowledge.org/resource/Presidential_transition_of_Barack_Obama	Uncertain
http://dbpedia.org/resource/Presidential_transition_of_Barak_Obama	P_transition
http://dbpedia.org/resource/Presumptive_presidency_of_Barack_Obama	P_transition
http://dbpedia.org/resource/Professor_Obama	Obama
http://dbpedia.org/resource/Rocco_Bama	Uncertain
http://dbpedia.org/resource/Sen._Barack_Obama	Obama
http://dbpedia.org/resource/Sen._Obama	Obama
http://dbpedia.org/resource/Sen_Obama	Obama
http://dbpedia.org/resource/Senator_Barack_Obama	Obama
http://dbpedia.org/resource/Senator_Obama	Obama
http://dbpedia.org/resource/The_Obama-Biden_Transition_Project	P_transition
http://dbpedia.org/resource/Time_Traveling_Nazi_Muslim	Uncertain
http://dbpedia.org/resource/Transition_of_Barack_Obama	P_transition
http://dbpedia.org/resource/United_States_Senate_career_of_Barack_Obama	Senate_career
http://mpii.de/yago/resource/United_States_Senate_career_of_Barack_Obama	Uncertain
http://pt.dbpedia.org/resource/Carreira_de_Barack_Obama_como_Senador_americano	Senate_career
http://pt.dbpedia.org/resource/Carreira_de_Barack_Obama_no_Senado_dos_Estados_Unidos	Senate_career
http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000008029ad5	Uncertain
http://wikidata.dbpedia.org/resource/Q7891359	Obama
http://wikidata.org/entity/Q7891359	Senate_career
http://www.wikidata.org/entity/Q7891359	Senate_career
http://yago-knowledge.org/resource/United_States_Senate_career_of_Barack_Obama	Uncertain
http://el.dbpedia.org/resource/%CE%9C%CF%80%CE%B1%CF%81%CE%AC%CE%BA_%CE%9F%CE%BC%CF%80%CE%AC%CE%BC%CE%B1	Uncertain
http://es.dbpedia.org/resource/Transici%C3%B3n_presidencial_de_Barack_Obama	P_transition
http://fa.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%DA%A9_%D8%A7%D9%88%D8%A8%D8%A7%D9%85%D8%A7	Uncertain
http://fr.dbpedia.org/resource/Pr%C3%A9sidence_de_Barack_Obama	Presidency
http://he.dbpedia.org/resource/%D7%91%D7%A8%D7%A7_%D7%90%D7%95%D7%91%D7%9E%D7%94	Uncertain
http://hi.dbpedia.org/resource/%E0%A4%AC%E0%A4%B0%E0%A4%BE%E0%A4%95_%E0%A4%93%E0%A4%AC%E0%A4%BE%E0%A4%AE%E0%A4%BE	Uncertain
http://hy.dbpedia.org/resource/%D4%B2%D5%A1%D6%80%D5%A1%D6%84_%D5%95%D5%A2%D5%A1%D5%B4%D5%A1	Uncertain
http://ja.dbpedia.org/resource/%E3%83%90%E3%83%A9%E3%82%AF%E3%83%BB%E3%82%AA%E3%83%90%E3%83%9E	Uncertain
http://ka.dbpedia.org/resource/%E1%83%91%E1%83%90%E1%83%A0%E1%83%90%E1%83%99_%E1%83%9D%E1%83%91%E1%83%90%E1%83%9B%E1%83%90	Uncertain
http://ka.dbpedia.org/resource/%E1%83%9D%E1%83%91%E1%83%90%E1%83%9B%E1%83%90%E1%83%A1_%E1%83%99%E1%83%90%E1%83%91%E1%83%98%E1%83%9C%E1%83%94%E1%83%A2%E1%83%98	Uncertain
http://kk.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://kn.dbpedia.org/resource/%E0%B2%AC%E0%B2%B0%E0%B2%BE%E0%B2%95%E0%B3%8D_%E0%B2%92%E0%B2%AC%E0%B2%BE%E0%B2%AE	Uncertain
http://ko.dbpedia.org/resource/%EB%B2%84%EB%9D%BD_%EC%98%A4%EB%B0%94%EB%A7%88	Uncertain
http://ko.dbpedia.org/resource/%EB%B2%84%EB%9D%BD_%EC%98%A4%EB%B0%94%EB%A7%88_%ED%96%89%EC%A0%95%EB%B6%80	Presidency
http://ky.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%A5%D1%83%D1%81%D0%B5%D0%B8%D0%BD_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://mk.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://ml.dbpedia.org/resource/%E0%B4%AC%E0%B4%B1%E0%B4%BE%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8D_%E0%B4%92%E0%B4%AC%E0%B4%BE%E0%B4%AE	Uncertain
http://mr.dbpedia.org/resource/%E0%A4%AC%E0%A4%B0%E0%A4%BE%E0%A4%95_%E0%A4%93%E0%A4%AC%E0%A4%BE%E0%A4%AE%E0%A4%BE	Uncertain
